id,Title,Company,Location,Type,Level,YearsExp,Country,Skills
2339,Cost Control Engineer,Confidential,Madinaty,Full Time,Experienced,5-8 Yrs of Exp,Cairo,Engineering- Accounting- Finance- Financial Management- Financial Analysis- Construction- Control Scope- PMO- Engineering - Other
2340,Recruitment Specialist,Tamweely,Shubra,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,Recruitment- Human Resources (HR)- Interviewing- Recruiting- Microsoft Office- Human Resources
2341,Personnel Specialist,Tamweely,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,Personnel- English- Microsoft Office- Human Resources
2342,Senior Fixed Assets Accountant,Elabd Foods,Mohandessin,Full Time,Experienced,3-7 Yrs of Exp,Giza,Accounting- Financial Analysis- Fixed Assets- Finance- Commerce- Journal Entries- Accounting/Finance
2343,Full Stack Developer (Internship),Seuqel Solutions,Downtown,Internship,Student,0-1 Yrs of Exp,Cairo,PHP- JSON- React- NodeJS- XML- jQuery- Django- Laravel- Software Development- Computer Science- Computer Engineering- Full Stack
2344,Sales Operations Executive,Alkarma Developments,6th of October,Full Time,Experienced,2-4 Yrs of Exp,Giza,Operations- Sales Skills- English- Administration- Property- Operations/Management- Sales/Retail
2345,Senior Web Developer,Artapart,Maadi,Full Time,Experienced,3-6 Yrs of Exp,Cairo,Software Development- Information Technology (IT)- Computer Science- javaScript- Larvel- Angular- Web Development- PHP Laravel
2346,Brand Manager,Nola Bakery,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,Advertising- Brand Management- FMCG- Market Research- Branding- English- Food- Marketing/PR/Advertising- Media/Journalism/Publishing
2347,Remote React Developer,Scopic,Cairo,Full Time,Work From Home,3-6 Yrs of Exp,Egypt,React- Computer Science- Information Technology (IT)- javaScript- Software Development- Web- MySQL- HTML5- MongoDB
2348,Sales Director (Steel Or Construction),Confidential,Dokki,Full Time,Senior Management,15+ Yrs of Exp,Giza,Sales Skills- Sales Target- Engineering- Steel- Business Development- Building Material- Construction- English
2349,Outdoor Sales Representative -Tanta,EL-RAYA,Tanta,Full Time,Entry Level,1-3 Yrs of Exp,Gharbia,Outdoor Sales- Sales Skills- Sales Target- Sales/Retail
2350,Remote PHP/React.js/Node.js Developer,Scopic,Cairo,Full Time,Experienced,3-6 Yrs of Exp,Egypt,Software Development- javaScript- PHP- Node.js- Laravel- Computer Science- React.js- IT/Software Development
2351,Operations Specialist,INTERLOG,Damietta,Full Time,Experienced,2-3 Yrs of Exp,Damietta,Marketing- Customer Service- Logistics- Operations- English- Business- Shipping- Logistics/Supply Chain- Operations/Management
2352,Graphic Designer,Softex,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,Adobe Photoshop- Adobe Illustrator- Social Media- Fine Arts- Applied Arts- Digital Marketing- Creative/Design/Art
2353,Marketing Director,dejavu,New Cairo,Full Time,Senior Management,10+ Yrs of Exp,Cairo,Market Research- Trade Marketing- Advertising- Digital Marketing- Product Marketing- Operations/Management
2354,Operation Coordinator,EL KHETA,Alexandria,Full Time,Entry Level,0-1 Yrs of Exp,Egypt,Administration- Operations- Microsoft Office- Administration- Operations/Management
2355,Branch Manager(Minya),B.Tech,Mallawi,Full Time,Manager,8-10 Yrs of Exp,Minya,Sales Target- Branch Management- Administration- Communication Skills- Branch Manager- Sales/Retail
2356,Security Manager ( Police ),Confidential,Alexandria,Full Time,Manager,10-15 Yrs of Exp,Egypt,Management- Police Academy- Security Protocols- Legal- Legal- Operations/Management
2357,Remote Intermediate + PHP Developer,Scopic,Cairo,Full Time,Work From Home,3-6 Yrs of Exp,Egypt,PHP- Laravel- MySQL- Information Technology (IT)- AWS- Software Development- javaScript- IT/Software Development
2358,Accountant,INTERLOG,New Damietta,Full Time,Entry Level,1-2 Yrs of Exp,Damietta,Communication- Computer Skills- Financial Analysis- Finance- Financial Management- Analytical- Accounting/Finance
2359,French Acquisition Specialist,citpeak,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,Presales- Communication Skills- Negotiation Skills- Software Products- Computer Skills- French- English- Sales Target- B2B
2360,Quality Control Mechanical Engineer,Confidential,Madinaty,Full Time,Experienced,5-9 Yrs of Exp,Cairo,Engineering- Planning- Construction- Quality Control- QC- Mechanical- Quality Assurance- Quality- Engineering - Mechanical/Electrical
2361,Quality Control Electrical Engineer,Confidential,Madinaty,Full Time,Experienced,5-9 Yrs of Exp,Cairo,Engineering- Planning- Construction- Quality Control- QC- Quality Assurance- Electrical- QA- Quality
2362,Executive Secretary,El Khalifa group,Hadayek Alahram,Full Time,Experienced,2+ Yrs of Exp,Giza,Executive Secretary- Microsoft Office- Business Administration- Front Desk- Administration
2363,Medical Area Sales Manager,dkt Egypt,Tanta,Full Time,Manager,1-5 Yrs of Exp,Gharbia,Coaching- People Management- Performance- Retail- Marketing- Area Sales- Sales Management- Sales Skills- Sales Target- Sales/Retail
2364,Corporate Lawyer,Rotografia,Sheikh Zayed,Full Time,Experienced,2+ Yrs of Exp,Giza,Packaging- Legal- Corporate Law- Legal
2365,Executive Secretary,Confidential,Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,Administration- Microsoft Office- Office Management- English- Arabic- Computer Skills- Reception- Administration
2366,Operations Coordinator,Berlitz Egypt,Abbassia,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,Administration- Microsoft Office- Reception- Office Management- Customer Service- Customer Care- Administration- Customer Service/Support
2367,Project-Based English Instructor,Berlitz Egypt,Cairo,Part Time,Freelance / Project,0-2 Yrs of Exp,Egypt,5 Vacancies- Education- Teaching- Instructor- English- Education/Teaching- Training/Instructor
2368,Digital Marketing Specialist - Alexandria,Confidential,Alexandria,Full Time,Part Time,3+ Yrs of Exp,Egypt,3+ Yrs of Exp- E-marketing- Social Media- SEO- Digital Marketing- CSS- Marketing Campaign- Content Writing- Marketing Skills
2369,Telesales Agent - Alexandria,Confidential,Alexandria,Full Time,Experienced,3-5 Yrs of Exp,Egypt,Telesales- Customer Service- Customer Care- Customer Support- Microsoft Office- Tele Sales- Call Center- Customer Service/Support
2370,Quality Assurance Manager,Confidential,Belbes,Full Time,Manager,15+ Yrs of Exp,Sharqia,Quality Control- QA- ISO 9000- Data Analysis- Leadership- Business Administration- Operations/Management- Quality
2371,Xamarin Developer,Confidential,Ain Shams,Full Time,Experienced,3-7 Yrs of Exp,Cairo,cross-platform development- mobile development- Computer Science- Information Technology (IT)- C#- .NET- Xamarin Forms
2372,Social Media & Marketing Executive - Alexandria,NetEra,San Stefano,Full Time,Entry Level,1+ Yrs of Exp,Alexandria,E-marketing- Market Research- Visual Design- Social Media Channels- Marketing Strategy- Games- Online Marketing- English
2373,Marketing Specialist,Tabarak Holding,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,Online Marketing- Communication Skills- Real Estate- English- Mass Communication- Creative- Digital- Social Media- Sales/Retail
2374,Human Resources Intern,Atheel CC,Cairo,Internship,Entry Level,null Yrs of Exp,Egypt,Recruitment- Personnel- HR- Microsoft Office- Human Resources
2375,Service Reception Advisor - 10th of Ramadan,MTI Automotive,10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,Customer Care- Customer Support- Mechanical Engineering- Electrical Engineering- Automotive- Adminsitration- Office Management
2376,Bentley Automotive Sales Executive,MTI Automotive,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,Sales Skills- Customer Service- Customer Care- Automotive Sales- Sales Target- English- Sales/Retail
2377,Software Quality Control Tester - Alexandria,NetEra,San Stefano,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,Game Testing- Software Development- Games- Quality Control- Computer Science- Information Technology (IT)- Jira- Scrum- ISTQB-FL
2378,Graphic Designer,TIARA Ventures,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,Graphic Design- Creative- UX- UI- Animation- Web Design- Social Media- illustration- Adobe Illustrator- Adobe Photoshop- Bootstrap
2379,Office Manager/ Executive Assistant,Al Arab Group,Sheikh Zayed,Full Time,Experienced,5-7 Yrs of Exp,Giza,Administration- Secretary- English- Arabic- Administration
2380,HR Section Head,Confidential,Cairo,Full Time,Manager,3-7 Yrs of Exp,Egypt,Human Resources (HR)- HR- Corporate Strategy- Recruitment- Personnel- Planning- HR Certificate- Performance Appraisal- Human Resources
2381,Graphic Design & Media Intern,Nexus Analytica,Shorouk City,Internship,Entry Level,null Yrs of Exp,Cairo,Video Editing- Media- Graphics- Adobe Illustrator- Photoshop- Adobe Indesign- Digital Design- Creative- Creative/Design/Art
2382,Waiter,Lady Bird Hotels & Resorts,Dahab,Full Time,Entry Level,1-10 Yrs of Exp,South Sinai,Waiter- Bartender- Captain- Hotels- Restaurants- Tourism- Hospitality/Hotels/Food Services
2383,Cost Accounting Section Head,Confidential,Obour City,Full Time,Manager,7-10 Yrs of Exp,Cairo,Financial Management- Financial Analysis- Commerce- English- Food Industry- Analytical- Audit- FMCG- Cost Accounting- Accounting/Finance
2384,Kitchen Designer,Kitchino,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,Fusion 2020- Design- AutoCAD- Sales Skills- 3D Max- 3D- Winner- 2D- Sketch UP- English- Fine Arts- Creative/Design/Art
2385,Corporate Sales Specialist (B2B),Certifeka inc.,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,B2B- Corporate- Selling- Training- CRM- Sales Target- Management- Business Administration- Business Development- Sales/Retail
2386,Civil Procurement & Estimation Engineer,Premier Services and Recruitment,Nasr City,Full Time,Experienced,3-4 Yrs of Exp,Cairo,Procurement- contracting- Construction- Communication Skills- Engineering - Construction/Civil/Architecture- Purchasing/Procurement
2387,Training & Quality Supervisor,Sykes Enterprises,Maadi,Full Time,Manager,3-5 Yrs of Exp,Cairo,Call Center- English- Training- Customer Service/Support- Quality- Training/Instructor
2388,ERP System Admin,SERA Mattress & Furniture,Obour City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,System Administration- Information Technology (IT)- Computer Science- Installation/Maintenance/Repair- IT/Software Development
2389,Senior Content & Brand Strategist,Certifeka inc.,New Cairo,Full Time,Experienced,5-10 Yrs of Exp,Cairo,Digital Marketing- E-marketing- SEO- Google Adwords- Google Analytics- Project Management- CRM- Social Media- English
2390,Commercial Property Consultant,global building,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,Real Estate- Brokerage- Sales Skills- Sales Target- Commercial Sales- Sales/Retail
2391,Graphic Designer,TSS,Mokattam,Full Time,Experienced,2-5 Yrs of Exp,Cairo,Adobe Illustrator- Adobe Photoshop- Adobe Creative Suite- Typography- Creative/Design/Art
2392,Account Manager,4PR,Maadi,Full Time,Manager,3-6 Yrs of Exp,Cairo,Communication- Business- Agency- Customer Service- Project Management- Account Management- Sales Skills- Sales Target- Business Development
2393,Account Executive,4PR,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,Creative- Marketing Campaigns- Business- Social Media- Customer Care- Account Management- Customer Service/Support
2394,Electrical Technical Office Engineer,Ahmed Daoud,Downtown,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,Microsoft Office- AutoCAD- English- Design- Water Pumps- Low Voltage- Technical Office Engineer- Creative/Design/Art
2395,Acquisition Editor,Nagwa,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,Humanities- Books- Editing- Writing- Publishing- English- Arabic- Writing/Editorial- Media/Journalism/Publishing
2396,Software Team Leader,Glamera,Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,Software Development- Software Engineering- Agile- javaScript- Information Technology (IT)- Computer Science- SQL- C#- ASP.NET- jQuery
2397,Senior Account Manager,Glamera,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,Account Management- Negotiation- Computer Skills- Communication- Sales Skills- Customer Service- Sales Target- Mobile Applications
2398,Personal Assistant,Confidential,New Cairo,Full Time,Experienced,7+ Yrs of Exp,Cairo,Office Management- Secretary- Microsoft Office- Communication- Administration
2399,Quality Supervisor,Alumil,6th of October,Full Time,Manager,5-7 Yrs of Exp,Giza,Quality Assurance- Operations- Paints- Operations/Management- Quality
2400,Chief Accountant- Tanta,EL-RAYA,Tanta,Full Time,Manager,3-5 Yrs of Exp,Gharbia,Finance- Financial Management- CMA- Financial Analysis- Accounting/Finance
2401,Sales Executive,Zeal Capital Market,Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,Females Preferred- Forex- Trading- Sales Skills- Business Development- Business Development- Customer Service/Support- Sales/Retail
2402,Senior Training Coordinator,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Experienced,6+ Yrs of Exp,Cairo,Business Administration- Business Development- Digital Marketing- Product Management- Business Development- Training/Instructor
2403,French Customer Service Associate - Alexandria,Majorel Egypt,Mandara,Full Time,Entry Level,0-1 Yrs of Exp,Alexandria,Customer Service- Customer Care- Sales Skills- Communication Skills- MS Office- MS- Customer Support- Computer Skills- French
2404,Customer Service Representative,Glamera,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Females Only- Customer Service- Social Media- Presentation Skills- Communication Skills- CRM- Customer Support- Customer Care- Sales
2405,QC Civil Engineer - East Of Al-Owainat Site,ENBLOM,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,HV- HSE- OSHA- Quality Control- Civil Engineering- Power Substation- HV Transmission- Engineering - Construction/Civil/Architecture- Quality
2406,Senior PHP Full Stack Developer,SmartTech Systems,Nasr City,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,Information Technology (IT)- Software Development- Computer Science- javaScript- CSS- HTML- MySQL- jQuery- Laravel- Git
2407,Admin Specialist,AGBL Egypt,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,Admin Work- Admin Assistant- Office Management- Microsoft Office- Administration
2408,IT Help Desk Specialist,Value,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Information Technology (IT)- Computer Science- Help Desk- Installation- CCNA- SQL- Installation/Maintenance/Repair
2409,Medical Personal Assistant,London International Patient Services,Sheraton,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Adminsrition- Customer Services- Customer Care- Customer Support- Medical- Administration- Customer Service/Support- Medical/Healthcare
2410,Projects Management Manager - Light Current...,SMARTTEL,Nasr City,Full Time,Manager,10-15 Yrs of Exp,Cairo,Project Management- Fire Alarm- PMP- CCTV- Access Control System- Time Attendance System- Audio/video Intercom system- IPTV- Low Voltage
2411,Architecture Site Engineer,Scope International,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,Engineering- Architecture- Finishing Works- Management- Drawings- Building Code- Structural
2412,Copywriter,Teacher's Hub,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,Copywriting- Marketing- Writing/Editorial- Marketing/PR/Advertising- Media/Journalism/Publishing
2413,Training And OD Specialist,Confidential,Mansoura,Full Time,Experienced,2-3 Yrs of Exp,Dakahlia,OD- Training- HR- Human Resources (HR)- Organization Development- Human Resources
2414,Farm Manager,Misr Elhegaz Group,Heliopolis,Full Time,Manager,10+ Yrs of Exp,Cairo,Males Only- Animal Science- Production- Farms- Farming- Agriculture Engineering- Management- R&D/Science- Operations/Management
2415,Sales Representative,Alam Alsahara Petroleum Services,Cairo,Full Time,Shift Based,3-5 Yrs of Exp,Egypt,2 Vacancies- Sales Skills- Sales Target- Customer Service- Communication- Negotiation- Presentation- MS Office- English
2416,Customs Clearance Broker,Quanta Import & Trade,Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,Logistics- Customs Clearance- Export- Import- Supply Chain- Logistics/Supply Chain
2417,Sales Representative,Excellent Technology systems,Nasr City,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,Sales Skills- Sales Target- Customer Service- English- IT Sales- Technical Sales- Account Management- Customer Service/Support
